id,label,category,era,status,weight,url
classification_3manifolds,Classification problem for 3-manifolds,Topology,20th c.,definition,8,https://en.wikipedia.org/wiki/3-manifold
smooth_4manifolds,Smooth structures on 4-manifolds (Donaldson/Freedman),Topology,1982-1983,theorem,9,https://en.wikipedia.org/wiki/Donaldson_theory
exotic_spheres,Exotic spheres,Topology,1956 (Milnor),theorem,9,https://en.wikipedia.org/wiki/Exotic_sphere
knot_theory,Knot theory,Topology,19th c.-present,definition,5,https://en.wikipedia.org/wiki/Knot_theory
jones_polynomial,Jones polynomial,Topology,1984,theorem,7,https://en.wikipedia.org/wiki/Jones_polynomial
hodge_conjecture,Hodge Conjecture,Algebraic Geometry,1950,conjecture,10,https://en.wikipedia.org/wiki/Hodge_conjecture
hodge_theory,Hodge theory,Algebraic Geometry,1930s-1950s,theorem,9,https://en.wikipedia.org/wiki/Hodge_theory
algebraic_geometry_varieties,Algebraic varieties,Algebraic Geometry,19th-20th c.,definition,6,https://en.wikipedia.org/wiki/Algebraic_geometry
projective_varieties,Projective varieties,Algebraic Geometry,19th-20th c.,definition,6,https://en.wikipedia.org/wiki/Projective_variety
bezout_theorem_ag,Bézout's theorem (intersection theory),Algebraic Geometry,1779/19th c.,theorem,6,https://en.wikipedia.org/wiki/B%C3%A9zout%27s_theorem
riemann_roch_theorem,Riemann–Roch theorem,Algebraic Geometry,1857-1865,theorem,8,https://en.wikipedia.org/wiki/Riemann%E2%80%93Roch_theorem
grothendieck_riemann_roch,Grothendieck–Riemann–Roch theorem,Algebraic Geometry,1957,theorem,9,https://en.wikipedia.org/wiki/Grothendieck%E2%80%93Riemann%E2%80%93Roch_theorem
grothendieck_schemes,Grothendieck's scheme theory,Algebraic Geometry,1960s,theorem,9,https://en.wikipedia.org/wiki/Scheme_(mathematics)
sheaf_theory,Sheaf theory,Algebraic Geometry,1945 (Leray),definition,8,https://en.wikipedia.org/wiki/Sheaf_(mathematics)
etale_cohomology,Étale cohomology,Algebraic Geometry,1960s (Grothendieck),theorem,9,https://en.wikipedia.org/wiki/%C3%89tale_cohomology
weil_conjectures,Weil Conjectures,Algebraic Geometry,1949/1974,theorem,9,https://en.wikipedia.org/wiki/Weil_conjectures
deligne_weil_proof,Deligne's proof of the Riemann Hypothesis for varieties over finite fields,Algebraic Geometry,1974,theorem,10,https://en.wikipedia.org/wiki/Weil_conjectures#Deligne's_first_proof
moduli_spaces,Moduli spaces,Algebraic Geometry,19th-20th c.,definition,8,https://en.wikipedia.org/wiki/Moduli_space
mirror_symmetry,Mirror symmetry,Algebraic Geometry,1990s,conjecture,9,https://en.wikipedia.org/wiki/Mirror_symmetry_(string_theory)
calabi_yau_manifolds,Calabi–Yau manifolds,Algebraic Geometry,1954/1978 (Yau),theorem,9,https://en.wikipedia.org/wiki/Calabi%E2%80%93Yau_manifold
calabi_conjecture,Calabi Conjecture,Algebraic Geometry,1954/1978,theorem,9,https://en.wikipedia.org/wiki/Calabi_conjecture
minimal_model_program,Minimal model program (Mori theory),Algebraic Geometry,1980s,theorem,9,https://en.wikipedia.org/wiki/Minimal_model_program
ode_basics,Ordinary differential equations: existence & uniqueness,PDE / Analysis,18th-19th c.,definition,3,https://en.wikipedia.org/wiki/Ordinary_differential_equation
picard_lindelof,Picard–Lindelöf theorem,PDE / Analysis,1890s,theorem,4,https://en.wikipedia.org/wiki/Picard%E2%80%93Lindel%C3%B6f_theorem
linear_odes_systems,Linear ODE systems & fundamental matrices,PDE / Analysis,19th c.,definition,4,https://en.wikipedia.org/wiki/Matrix_differential_equation
pde_basics,Partial differential equations: classification,PDE / Analysis,18th-19th c.,definition,4,https://en.wikipedia.org/wiki/Partial_differential_equation
laplace_equation,Laplace's equation & harmonic functions,PDE / Analysis,1780s,definition,4,https://en.wikipedia.org/wiki/Laplace%27s_equation
heat_equation,Heat equation,PDE / Analysis,1822 (Fourier),definition,4,https://en.wikipedia.org/wiki/Heat_equation
wave_equation,Wave equation,PDE / Analysis,18th c. (d'Alembert),definition,4,https://en.wikipedia.org/wiki/Wave_equation
separation_of_variables,Separation of variables method,PDE / Analysis,18th c.,theorem,3,https://en.wikipedia.org/wiki/Separation_of_variables
sturm_liouville_theory,Sturm–Liouville theory,PDE / Analysis,1830s,theorem,6,https://en.wikipedia.org/wiki/Sturm%E2%80%93Liouville_theory
greens_functions,Green's functions,PDE / Analysis,1828,definition,5,https://en.wikipedia.org/wiki/Green%27s_function
elliptic_pde_theory,Elliptic PDE regularity theory,PDE / Analysis,20th c.,theorem,7,https://en.wikipedia.org/wiki/Elliptic_partial_differential_equation
weak_solutions_pde,Weak/distributional solutions to PDEs,PDE / Analysis,1930s-1950s,definition,6,https://en.wikipedia.org/wiki/Weak_solution
sobolev_embedding,Sobolev embedding theorems,PDE / Analysis,1930s-1960s,theorem,7,https://en.wikipedia.org/wiki/Sobolev_inequality
navier_stokes_eqs,Navier–Stokes equations,PDE / Analysis,1822-1845,definition,6,https://en.wikipedia.org/wiki/Navier%E2%80%93Stokes_equations
navier_stokes,Navier–Stokes existence and smoothness,PDE / Analysis,1845/2000,open_problem,10,https://en.wikipedia.org/wiki/Navier%E2%80%93Stokes_existence_and_smoothness
euler_fluid_equations,Euler equations of fluid dynamics,PDE / Analysis,1757,definition,5,https://en.wikipedia.org/wiki/Euler_equations_(fluid_dynamics)
maxwell_equations,Maxwell's equations,Mathematical Physics,1861-1865,theorem,6,https://en.wikipedia.org/wiki/Maxwell%27s_equations
classical_mechanics_lagrangian,Lagrangian mechanics,Mathematical Physics,1788,theorem,5,https://en.wikipedia.org/wiki/Lagrangian_mechanics
hamiltonian_mechanics,Hamiltonian mechanics,Mathematical Physics,1833,theorem,6,https://en.wikipedia.org/wiki/Hamiltonian_mechanics
symplectic_geometry,Symplectic geometry,Mathematical Physics,20th c.,definition,7,https://en.wikipedia.org/wiki/Symplectic_geometry
noethers_theorem,Noether's theorem (symmetries & conservation),Mathematical Physics,1918,theorem,7,https://en.wikipedia.org/wiki/Noether%27s_theorem
quantum_mechanics_formalism,Mathematical formalism of quantum mechanics,Mathematical Physics,1925-1932,theorem,7,https://en.wikipedia.org/wiki/Mathematical_formulation_of_quantum_mechanics
schrodinger_equation,Schrödinger equation,Mathematical Physics,1926,definition,6,https://en.wikipedia.org/wiki/Schr%C3%B6dinger_equation
quantum_field_theory_math,Quantum field theory (mathematical aspects),Mathematical Physics,1940s-present,theorem,9,https://en.wikipedia.org/wiki/Quantum_field_theory
gauge_theory,Gauge theory,Mathematical Physics,1954 (Yang–Mills),definition,8,https://en.wikipedia.org/wiki/Gauge_theory
yang_mills_equations,Yang–Mills equations,Mathematical Physics,1954,definition,8,https://en.wikipedia.org/wiki/Yang%E2%80%93Mills_theory
yang_mills_mass_gap,Yang–Mills existence and mass gap,Mathematical Physics,1954/2000,open_problem,10,https://en.wikipedia.org/wiki/Yang%E2%80%93Mills_existence_and_mass_gap
string_theory_math,String theory (mathematical structures),Mathematical Physics,1970s-present,conjecture,9,https://en.wikipedia.org/wiki/String_theory
classical_probability,Classical probability (Pascal–Fermat correspondence),Probability,1654,definition,2,https://en.wikipedia.org/wiki/Probability_theory#History
combinatorial_probability,Combinatorial probability,Probability,17th-18th c.,definition,2,https://en.wikipedia.org/wiki/Probability
random_variables,Random variables & distributions,Probability,18th-19th c.,definition,3,https://en.wikipedia.org/wiki/Random_variable
expectation_variance,Expectation & variance,Probability,17th-18th c.,definition,2,https://en.wikipedia.org/wiki/Expected_value
bernoulli_law_large_numbers,Bernoulli's weak law of large numbers,Probability,1713,theorem,4,https://en.wikipedia.org/wiki/Law_of_large_numbers
de_moivre_laplace,De Moivre–Laplace theorem,Probability,1733/1812,theorem,4,https://en.wikipedia.org/wiki/De_Moivre%E2%80%93Laplace_theorem
normal_distribution,Normal (Gaussian) distribution,Probability,18th-19th c.,object,3,https://en.wikipedia.org/wiki/Normal_distribution
central_limit_theorem,Central Limit Theorem,Probability,1810-1935,theorem,6,https://en.wikipedia.org/wiki/Central_limit_theorem
kolmogorov_axioms,Kolmogorov's axioms of probability,Probability,1933,axiom,5,https://en.wikipedia.org/wiki/Probability_axioms
probability_measure_spaces,Probability spaces (measure-theoretic),Probability,1933,definition,5,https://en.wikipedia.org/wiki/Probability_space
strong_law_large_numbers,Strong law of large numbers,Probability,1909-1933 (Kolmogorov),theorem,6,https://en.wikipedia.org/wiki/Law_of_large_numbers#Strong_law
random_walks,Random walks,Probability,1905 (Pearson),definition,4,https://en.wikipedia.org/wiki/Random_walk
markov_chains,Markov chains,Probability,1906,definition,4,https://en.wikipedia.org/wiki/Markov_chain
brownian_motion_math,Brownian motion (mathematical construction),Probability,1900-1923 (Bachelier/Wiener),theorem,7,https://en.wikipedia.org/wiki/Wiener_process
stochastic_processes,Stochastic processes,Probability,20th c.,definition,5,https://en.wikipedia.org/wiki/Stochastic_process
martingales,Martingales,Probability,1930s (Lévy/Doob),definition,6,https://en.wikipedia.org/wiki/Martingale_(probability_theory)
stochastic_calculus_ito,Itô calculus & stochastic integration,Probability,1944,theorem,8,https://en.wikipedia.org/wiki/It%C3%B4_calculus
stochastic_differential_eqs,Stochastic differential equations,Probability,1940s-1950s,definition,8,https://en.wikipedia.org/wiki/Stochastic_differential_equation
black_scholes,Black–Scholes model,Probability,1973,theorem,7,https://en.wikipedia.org/wiki/Black%E2%80%93Scholes_model
ergodic_theory,Ergodic theory,Probability,1931 (Birkhoff/von Neumann),theorem,7,https://en.wikipedia.org/wiki/Ergodic_theory
statistical_inference,Statistical inference,Statistics,19th-20th c.,definition,4,https://en.wikipedia.org/wiki/Statistical_inference
bayes_theorem,Bayes' theorem,Statistics,1763,theorem,3,https://en.wikipedia.org/wiki/Bayes%27_theorem
hypothesis_testing,Hypothesis testing (Neyman–Pearson),Statistics,1933,theorem,5,https://en.wikipedia.org/wiki/Statistical_hypothesis_test
maximum_likelihood,Maximum likelihood estimation,Statistics,1912-1922 (Fisher),theorem,5,https://en.wikipedia.org/wiki/Maximum_likelihood_estimation
regression_analysis,Regression analysis,Statistics,1886 (Galton),definition,4,https://en.wikipedia.org/wiki/Regression_analysis
information_theory_fisher,Fisher information & Cramér–Rao bound,Statistics,1922-1945,theorem,6,https://en.wikipedia.org/wiki/Fisher_information
dynamical_systems_basics,Dynamical systems: flows & orbits,Dynamical Systems,19th-20th c. (Poincaré),definition,4,https://en.wikipedia.org/wiki/Dynamical_system
poincare_qualitative_theory,Poincaré's qualitative theory of ODEs,Dynamical Systems,1881-1899,theorem,6,https://en.wikipedia.org/wiki/Henri_Poincar%C3%A9#Qualitative_dynamics
three_body_problem,Three-body problem & non-integrability,Dynamical Systems,1887-1890,theorem,8,https://en.wikipedia.org/wiki/Three-body_problem
stability_theory_odes,Stability theory (Lyapunov),Dynamical Systems,1892,theorem,5,https://en.wikipedia.org/wiki/Lyapunov_stability
fixed_points_bifurcation,Fixed points & bifurcation theory,Dynamical Systems,20th c.,definition,5,https://en.wikipedia.org/wiki/Bifurcation_theory
chaos_theory,Chaos theory & sensitive dependence,Dynamical Systems,1963 (Lorenz),theorem,6,https://en.wikipedia.org/wiki/Chaos_theory
lorenz_attractor,Lorenz attractor,Dynamical Systems,1963,object,6,https://en.wikipedia.org/wiki/Lorenz_system
logistic_map,Logistic map & period doubling,Dynamical Systems,1976 (May),theorem,5,https://en.wikipedia.org/wiki/Logistic_map
feigenbaum_constants,Feigenbaum constants & universality,Dynamical Systems,1975,theorem,7,https://en.wikipedia.org/wiki/Feigenbaum_constants
fractals_geometry,Fractal geometry,Dynamical Systems,1975 (Mandelbrot),definition,5,https://en.wikipedia.org/wiki/Fractal
mandelbrot_julia_sets,Mandelbrot & Julia sets,Dynamical Systems,1918-1980,object,7,https://en.wikipedia.org/wiki/Mandelbrot_set
hausdorff_dimension,Hausdorff dimension,Dynamical Systems,1918,definition,6,https://en.wikipedia.org/wiki/Hausdorff_dimension
kam_theory,KAM theory (Kolmogorov–Arnold–Moser),Dynamical Systems,1954-1963,theorem,9,https://en.wikipedia.org/wiki/Kolmogorov%E2%80%93Arnold%E2%80%93Moser_theorem
smale_horseshoe,Smale horseshoe map,Dynamical Systems,1967,theorem,7,https://en.wikipedia.org/wiki/Horseshoe_map
numerical_analysis_basics,Numerical analysis: error & approximation,Numerical Analysis,Ancient-20th c.,definition,3,https://en.wikipedia.org/wiki/Numerical_analysis
newtons_method,Newton's method (root-finding),Numerical Analysis,1669,theorem,3,https://en.wikipedia.org/wiki/Newton%27s_method
interpolation_theory,Polynomial interpolation (Lagrange/Newton),Numerical Analysis,18th-19th c.,theorem,3,https://en.wikipedia.org/wiki/Polynomial_interpolation
numerical_integration,Numerical integration (quadrature),Numerical Analysis,17th-19th c.,definition,3,https://en.wikipedia.org/wiki/Numerical_integration
gaussian_quadrature,Gaussian quadrature,Numerical Analysis,1814,theorem,5,https://en.wikipedia.org/wiki/Gaussian_quadrature
numerical_linear_algebra,Numerical linear algebra,Numerical Analysis,20th c.,definition,4,https://en.wikipedia.org/wiki/Numerical_linear_algebra
gaussian_elimination,Gaussian elimination & LU decomposition,Numerical Analysis,Ancient China/19th c.,theorem,3,https://en.wikipedia.org/wiki/Gaussian_elimination
iterative_methods_linalg,"Iterative methods (Jacobi, Gauss-Seidel, CG)",Numerical Analysis,19th-20th c.,theorem,5,https://en.wikipedia.org/wiki/Conjugate_gradient_method
finite_difference_methods,Finite difference methods for PDEs,Numerical Analysis,20th c.,theorem,5,https://en.wikipedia.org/wiki/Finite_difference_method
finite_element_methods,Finite element method,Numerical Analysis,1940s-1960s,theorem,6,https://en.wikipedia.org/wiki/Finite_element_method
numerical_stability_theory,Numerical stability & convergence (Lax equivalence),Numerical Analysis,1950s,theorem,6,https://en.wikipedia.org/wiki/Lax_equivalence_theorem
fast_fourier_transform,Fast Fourier Transform (Cooley–Tukey),Numerical Analysis,1965 (Gauss 1805),theorem,6,https://en.wikipedia.org/wiki/Fast_Fourier_transform
floating_point_arithmetic,Floating-point arithmetic & IEEE 754,Numerical Analysis,1985,definition,4,https://en.wikipedia.org/wiki/IEEE_754
monte_carlo_methods,Monte Carlo methods,Numerical Analysis,1940s (Ulam/von Neumann),theorem,5,https://en.wikipedia.org/wiki/Monte_Carlo_method
optimization_theory,Mathematical optimization,Numerical Analysis,18th-20th c.,definition,4,https://en.wikipedia.org/wiki/Mathematical_optimization
linear_programming,Linear programming & simplex method,Numerical Analysis,1947 (Dantzig),theorem,5,https://en.wikipedia.org/wiki/Linear_programming
convex_optimization,Convex optimization & duality,Numerical Analysis,20th c.,theorem,6,https://en.wikipedia.org/wiki/Convex_optimization
karush_kuhn_tucker,Karush–Kuhn–Tucker conditions,Numerical Analysis,1939-1951,theorem,6,https://en.wikipedia.org/wiki/Karush%E2%80%93Kuhn%E2%80%93Tucker_conditions
gradient_descent,Gradient descent methods,Numerical Analysis,1847 (Cauchy),theorem,4,https://en.wikipedia.org/wiki/Gradient_descent
babylonian_mathematics,"Babylonian mathematics (sexagesimal, Plimpton 322)",History,c.1800 BCE,object,3,https://en.wikipedia.org/wiki/Babylonian_mathematics
babylonian_quadratics,Babylonian methods for quadratic equations,History,c.1800 BCE,theorem,3,https://en.wikipedia.org/wiki/Babylonian_mathematics#Algebra
egyptian_mathematics,Egyptian mathematics (Rhind Papyrus),History,c.1650 BCE,object,2,https://en.wikipedia.org/wiki/Egyptian_mathematics
egyptian_fractions,Egyptian fractions,History,c.1650 BCE,definition,2,https://en.wikipedia.org/wiki/Egyptian_fraction
chinese_mathematics_nine_chapters,Nine Chapters on the Mathematical Art,History,c.200 BCE-100 CE,object,4,https://en.wikipedia.org/wiki/The_Nine_Chapters_on_the_Mathematical_Art
chinese_remainder_origin,Sunzi's remainder problem (origin of CRT),History,3rd-5th c. CE,theorem,4,https://en.wikipedia.org/wiki/Sunzi_Suanjing
liu_hui_pi,Liu Hui's algorithm for π,History,263 CE,theorem,4,https://en.wikipedia.org/wiki/Liu_Hui%27s_%CF%80_algorithm
indian_mathematics_zero,Indian mathematics: zero & place-value system,History,c.500-628 CE (Brahmagupta),definition,5,https://en.wikipedia.org/wiki/Indian_mathematics
brahmagupta_rules,Brahmagupta's rules for arithmetic with zero,History,628 CE,theorem,4,https://en.wikipedia.org/wiki/Brahmagupta#Arithmetic
aryabhata_trigonometry,Āryabhaṭa's trigonometry & sine tables,History,499 CE,theorem,4,https://en.wikipedia.org/wiki/Aryabhata#Mathematics
kerala_school_infinite_series,Kerala school: infinite series for π & trig (Madhava),History,14th-16th c.,theorem,6,https://en.wikipedia.org/wiki/Kerala_school_of_astronomy_and_mathematics
islamic_golden_age_algebra,Al-Khwārizmī's algebra (al-jabr),History,820 CE,theorem,5,https://en.wikipedia.org/wiki/Al-Khwarizmi
islamic_algorithm_etymology,Etymology: 'algorithm' & 'algebra',History,820 CE,object,2,https://en.wikipedia.org/wiki/Algorithm#Etymology
omar_khayyam_cubics,Omar Khayyám's geometric solution of cubics,History,1070 CE,theorem,6,https://en.wikipedia.org/wiki/Omar_Khayyam#Mathematics
al_karaji_induction,Al-Karajī's early induction & binomial work,History,c.1000 CE,theorem,4,https://en.wikipedia.org/wiki/Al-Karaji
fibonacci_liber_abaci,Fibonacci's Liber Abaci (transmission to Europe),History,1202,object,4,https://en.wikipedia.org/wiki/Liber_Abaci
fibonacci_sequence,Fibonacci sequence,Number Theory,1202,object,2,https://en.wikipedia.org/wiki/Fibonacci_sequence
cardano_cubic_formula,Cardano's formula for the cubic,History,1545,theorem,5,https://en.wikipedia.org/wiki/Cardano%27s_formula
ferrari_quartic_formula,Ferrari's solution of the quartic,History,1540,theorem,5,https://en.wikipedia.org/wiki/Quartic_function#Ferrari's_solution
